population,treatment,temp,period,day,date,rep,status,intensity
7,rising,11.5,4,54,09-04-2018,11,0,0
7,rising,11.5,4,54,09-04-2018,12,0,0
8,rising,11.5,4,54,09-04-2018,1,0,0
8,rising,11.5,4,54,09-04-2018,2,0,0
8,rising,11.5,4,54,09-04-2018,3,1,1
8,rising,11.5,4,54,09-04-2018,4,0,0
8,rising,11.5,4,54,09-04-2018,5,0,0
8,rising,11.5,4,54,09-04-2018,6,0,0
8,rising,11.5,4,54,09-04-2018,7,0,0
8,rising,11.5,4,54,09-04-2018,8,0,0
8,rising,11.5,4,54,09-04-2018,9,0,0
8,rising,11.5,4,54,09-04-2018,10,0,0
8,rising,11.5,4,54,09-04-2018,11,0,0
8,rising,11.5,4,54,09-04-2018,12,0,0
1,stable,10,4,57,09-07-2018,1,0,0
1,stable,10,4,57,09-07-2018,2,0,0
1,stable,10,4,57,09-07-2018,3,0,0
1,stable,10,4,57,09-07-2018,4,0,0
1,stable,10,4,57,09-07-2018,5,0,0
1,stable,10,4,57,09-07-2018,6,0,0
1,stable,10,4,57,09-07-2018,7,0,0
1,stable,10,4,57,09-07-2018,8,0,0
1,stable,10,4,57,09-07-2018,9,0,0
1,stable,10,4,57,09-07-2018,10,0,0
1,stable,10,4,57,09-07-2018,11,0,0
1,stable,10,4,57,09-07-2018,12,0,0
2,stable,10,4,57,09-07-2018,1,0,0
2,stable,10,4,57,09-07-2018,2,0,0
2,stable,10,4,57,09-07-2018,3,0,0
2,stable,10,4,57,09-07-2018,4,0,0
2,stable,10,4,57,09-07-2018,5,0,0
2,stable,10,4,57,09-07-2018,6,0,0
2,stable,10,4,57,09-07-2018,7,0,0
2,stable,10,4,57,09-07-2018,8,0,0
2,stable,10,4,57,09-07-2018,9,0,0
2,stable,10,4,57,09-07-2018,10,1,12
2,stable,10,4,57,09-07-2018,11,0,0
2,stable,10,4,57,09-07-2018,12,0,0
3,stable,10,4,57,09-07-2018,1,0,0
3,stable,10,4,57,09-07-2018,2,0,0
3,stable,10,4,57,09-07-2018,3,0,0
3,stable,10,4,57,09-07-2018,4,1,9
3,stable,10,4,57,09-07-2018,5,0,0
3,stable,10,4,57,09-07-2018,6,0,0
3,stable,10,4,57,09-07-2018,7,0,0
3,stable,10,4,57,09-07-2018,8,0,0
3,stable,10,4,57,09-07-2018,9,0,0
3,stable,10,4,57,09-07-2018,10,0,0
3,stable,10,4,57,09-07-2018,11,0,0
3,stable,10,4,57,09-07-2018,12,0,0
4,stable,10,4,57,09-07-2018,1,0,0
4,stable,10,4,57,09-07-2018,2,0,0
4,stable,10,4,57,09-07-2018,3,0,0
4,stable,10,4,57,09-07-2018,4,0,0
4,stable,10,4,57,09-07-2018,5,0,0
4,stable,10,4,57,09-07-2018,6,1,6
4,stable,10,4,57,09-07-2018,7,0,0
4,stable,10,4,57,09-07-2018,8,0,0
4,stable,10,4,57,09-07-2018,9,0,0
4,stable,10,4,57,09-07-2018,10,0,0
4,stable,10,4,57,09-07-2018,11,0,0
4,stable,10,4,57,09-07-2018,12,0,0
5,rising,11.5,4,57,09-07-2018,1,0,0
5,rising,11.5,4,57,09-07-2018,2,0,0
5,rising,11.5,4,57,09-07-2018,3,0,0
5,rising,11.5,4,57,09-07-2018,4,0,0
5,rising,11.5,4,57,09-07-2018,5,0,0
5,rising,11.5,4,57,09-07-2018,6,0,0
5,rising,11.5,4,57,09-07-2018,7,0,0
5,rising,11.5,4,57,09-07-2018,8,0,0
5,rising,11.5,4,57,09-07-2018,9,0,0
5,rising,11.5,4,57,09-07-2018,10,0,0
5,rising,11.5,4,57,09-07-2018,11,0,0
5,rising,11.5,4,57,09-07-2018,12,0,0
6,rising,11.5,4,57,09-07-2018,1,0,0
6,rising,11.5,4,57,09-07-2018,2,0,0
6,rising,11.5,4,57,09-07-2018,3,0,0
6,rising,11.5,4,57,09-07-2018,4,1,29
6,rising,11.5,4,57,09-07-2018,5,0,0
6,rising,11.5,4,57,09-07-2018,6,1,25
6,rising,11.5,4,57,09-07-2018,7,0,0
6,rising,11.5,4,57,09-07-2018,8,0,0
6,rising,11.5,4,57,09-07-2018,9,0,0
6,rising,11.5,4,57,09-07-2018,10,0,0
6,rising,11.5,4,57,09-07-2018,11,1,2
6,rising,11.5,4,57,09-07-2018,12,0,0
7,rising,11.5,4,57,09-07-2018,1,0,0
7,rising,11.5,4,57,09-07-2018,2,0,0
7,rising,11.5,4,57,09-07-2018,3,0,0
7,rising,11.5,4,57,09-07-2018,4,0,0
7,rising,11.5,4,57,09-07-2018,5,0,0
7,rising,11.5,4,57,09-07-2018,6,1,46
7,rising,11.5,4,57,09-07-2018,7,0,0
7,rising,11.5,4,57,09-07-2018,8,0,0
7,rising,11.5,4,57,09-07-2018,9,0,0
7,rising,11.5,4,57,09-07-2018,10,0,0
7,rising,11.5,4,57,09-07-2018,11,0,0
7,rising,11.5,4,57,09-07-2018,12,0,0
8,rising,11.5,4,57,09-07-2018,1,1,45
8,rising,11.5,4,57,09-07-2018,2,0,0
8,rising,11.5,4,57,09-07-2018,3,0,0
8,rising,11.5,4,57,09-07-2018,4,0,0
8,rising,11.5,4,57,09-07-2018,5,0,0
8,rising,11.5,4,57,09-07-2018,6,0,0
8,rising,11.5,4,57,09-07-2018,7,0,0
8,rising,11.5,4,57,09-07-2018,8,0,0
8,rising,11.5,4,57,09-07-2018,9,0,0
8,rising,11.5,4,57,09-07-2018,10,0,0
8,rising,11.5,4,57,09-07-2018,11,0,0
8,rising,11.5,4,57,09-07-2018,12,0,0
1,stable,10,4,60,09-10-2018,1,0,0
1,stable,10,4,60,09-10-2018,2,0,0
1,stable,10,4,60,09-10-2018,3,0,0
1,stable,10,4,60,09-10-2018,4,0,0
1,stable,10,4,60,09-10-2018,5,0,0
1,stable,10,4,60,09-10-2018,6,0,0
1,stable,10,4,60,09-10-2018,7,0,0
1,stable,10,4,60,09-10-2018,8,0,0
1,stable,10,4,60,09-10-2018,9,0,0
1,stable,10,4,60,09-10-2018,10,0,0
1,stable,10,4,60,09-10-2018,11,0,0
1,stable,10,4,60,09-10-2018,12,0,0
2,stable,10,4,60,09-10-2018,1,0,0
2,stable,10,4,60,09-10-2018,2,0,0
2,stable,10,4,60,09-10-2018,3,0,0
2,stable,10,4,60,09-10-2018,4,0,0
2,stable,10,4,60,09-10-2018,5,0,0
2,stable,10,4,60,09-10-2018,6,0,0
2,stable,10,4,60,09-10-2018,7,0,0
2,stable,10,4,60,09-10-2018,8,0,0
2,stable,10,4,60,09-10-2018,9,0,0
2,stable,10,4,60,09-10-2018,10,0,0
2,stable,10,4,60,09-10-2018,11,0,0
2,stable,10,4,60,09-10-2018,12,0,0
3,stable,10,4,60,09-10-2018,1,0,0
3,stable,10,4,60,09-10-2018,2,0,0
3,stable,10,4,60,09-10-2018,3,0,0
3,stable,10,4,60,09-10-2018,4,0,0
3,stable,10,4,60,09-10-2018,5,0,0
3,stable,10,4,60,09-10-2018,6,0,0
3,stable,10,4,60,09-10-2018,7,0,0
3,stable,10,4,60,09-10-2018,8,0,0
3,stable,10,4,60,09-10-2018,9,0,0
3,stable,10,4,60,09-10-2018,10,1,18
3,stable,10,4,60,09-10-2018,11,0,0
3,stable,10,4,60,09-10-2018,12,0,0
4,stable,10,4,60,09-10-2018,1,0,0
4,stable,10,4,60,09-10-2018,2,0,0
4,stable,10,4,60,09-10-2018,3,0,0
4,stable,10,4,60,09-10-2018,4,0,0
4,stable,10,4,60,09-10-2018,5,0,0
4,stable,10,4,60,09-10-2018,6,0,0
4,stable,10,4,60,09-10-2018,7,0,0
4,stable,10,4,60,09-10-2018,8,0,0
4,stable,10,4,60,09-10-2018,9,0,0
4,stable,10,4,60,09-10-2018,10,0,0
4,stable,10,4,60,09-10-2018,11,0,0
4,stable,10,4,60,09-10-2018,12,0,0
5,rising,11.5,4,60,09-10-2018,1,1,6
5,rising,11.5,4,60,09-10-2018,2,1,35
5,rising,11.5,4,60,09-10-2018,3,0,0
5,rising,11.5,4,60,09-10-2018,4,0,0
5,rising,11.5,4,60,09-10-2018,5,0,0
5,rising,11.5,4,60,09-10-2018,6,0,0
5,rising,11.5,4,60,09-10-2018,7,0,0
5,rising,11.5,4,60,09-10-2018,8,0,0
5,rising,11.5,4,60,09-10-2018,9,0,0
5,rising,11.5,4,60,09-10-2018,10,1,7
5,rising,11.5,4,60,09-10-2018,11,0,0
5,rising,11.5,4,60,09-10-2018,12,0,0
6,rising,11.5,4,60,09-10-2018,1,0,0
6,rising,11.5,4,60,09-10-2018,2,0,0
6,rising,11.5,4,60,09-10-2018,3,0,0
6,rising,11.5,4,60,09-10-2018,4,0,0
6,rising,11.5,4,60,09-10-2018,5,0,0
6,rising,11.5,4,60,09-10-2018,6,0,0
6,rising,11.5,4,60,09-10-2018,7,1,13
6,rising,11.5,4,60,09-10-2018,8,0,0
6,rising,11.5,4,60,09-10-2018,9,1,27
6,rising,11.5,4,60,09-10-2018,10,0,0
6,rising,11.5,4,60,09-10-2018,11,0,0
6,rising,11.5,4,60,09-10-2018,12,0,0
7,rising,11.5,4,60,09-10-2018,1,0,0
7,rising,11.5,4,60,09-10-2018,2,0,0
7,rising,11.5,4,60,09-10-2018,3,0,0
7,rising,11.5,4,60,09-10-2018,4,0,0
7,rising,11.5,4,60,09-10-2018,5,0,0
7,rising,11.5,4,60,09-10-2018,6,0,0
7,rising,11.5,4,60,09-10-2018,7,0,0
7,rising,11.5,4,60,09-10-2018,8,0,0
7,rising,11.5,4,60,09-10-2018,9,0,0
7,rising,11.5,4,60,09-10-2018,10,0,0
7,rising,11.5,4,60,09-10-2018,11,0,0
7,rising,11.5,4,60,09-10-2018,12,0,0
8,rising,11.5,4,60,09-10-2018,1,0,0
8,rising,11.5,4,60,09-10-2018,2,0,0
8,rising,11.5,4,60,09-10-2018,3,0,0
8,rising,11.5,4,60,09-10-2018,4,1,1
8,rising,11.5,4,60,09-10-2018,5,0,0
8,rising,11.5,4,60,09-10-2018,6,0,0
8,rising,11.5,4,60,09-10-2018,7,0,0
8,rising,11.5,4,60,09-10-2018,8,0,0
8,rising,11.5,4,60,09-10-2018,9,0,0
8,rising,11.5,4,60,09-10-2018,10,0,0
8,rising,11.5,4,60,09-10-2018,11,0,0
8,rising,11.5,4,60,09-10-2018,12,0,0
1,stable,10,5,63,09-13-2018,1,0,0
1,stable,10,5,63,09-13-2018,2,0,0
1,stable,10,5,63,09-13-2018,3,0,0
1,stable,10,5,63,09-13-2018,4,0,0
1,stable,10,5,63,09-13-2018,5,0,0
1,stable,10,5,63,09-13-2018,6,0,0
1,stable,10,5,63,09-13-2018,7,0,0
1,stable,10,5,63,09-13-2018,8,0,0
1,stable,10,5,63,09-13-2018,9,0,0
1,stable,10,5,63,09-13-2018,10,0,0
1,stable,10,5,63,09-13-2018,11,0,0
1,stable,10,5,63,09-13-2018,12,0,0
2,stable,10,5,63,09-13-2018,1,0,0
2,stable,10,5,63,09-13-2018,2,0,0
2,stable,10,5,63,09-13-2018,3,0,0
2,stable,10,5,63,09-13-2018,4,0,0
2,stable,10,5,63,09-13-2018,5,0,0
2,stable,10,5,63,09-13-2018,6,0,0
2,stable,10,5,63,09-13-2018,7,0,0
2,stable,10,5,63,09-13-2018,8,0,0
2,stable,10,5,63,09-13-2018,9,0,0
2,stable,10,5,63,09-13-2018,10,0,0
2,stable,10,5,63,09-13-2018,11,0,0
2,stable,10,5,63,09-13-2018,12,0,0
3,stable,10,5,63,09-13-2018,1,0,0
3,stable,10,5,63,09-13-2018,2,0,0
3,stable,10,5,63,09-13-2018,3,0,0
3,stable,10,5,63,09-13-2018,4,0,0
3,stable,10,5,63,09-13-2018,5,0,0
3,stable,10,5,63,09-13-2018,6,0,0
3,stable,10,5,63,09-13-2018,7,0,0
3,stable,10,5,63,09-13-2018,8,0,0
3,stable,10,5,63,09-13-2018,9,0,0
3,stable,10,5,63,09-13-2018,10,0,0
3,stable,10,5,63,09-13-2018,11,0,0
3,stable,10,5,63,09-13-2018,12,0,0
4,stable,10,5,63,09-13-2018,1,0,0
4,stable,10,5,63,09-13-2018,2,0,0
4,stable,10,5,63,09-13-2018,3,0,0
4,stable,10,5,63,09-13-2018,4,0,0
4,stable,10,5,63,09-13-2018,5,0,0
4,stable,10,5,63,09-13-2018,6,0,0
4,stable,10,5,63,09-13-2018,7,0,0
4,stable,10,5,63,09-13-2018,8,0,0
4,stable,10,5,63,09-13-2018,9,0,0
4,stable,10,5,63,09-13-2018,10,0,0
4,stable,10,5,63,09-13-2018,11,0,0
4,stable,10,5,63,09-13-2018,12,0,0
5,rising,12,5,63,09-13-2018,1,0,0
5,rising,12,5,63,09-13-2018,2,0,0
5,rising,12,5,63,09-13-2018,3,0,0
5,rising,12,5,63,09-13-2018,4,0,0
5,rising,12,5,63,09-13-2018,5,0,0
5,rising,12,5,63,09-13-2018,6,0,0
5,rising,12,5,63,09-13-2018,7,0,0
5,rising,12,5,63,09-13-2018,8,0,0
5,rising,12,5,63,09-13-2018,9,0,0
5,rising,12,5,63,09-13-2018,10,0,0
5,rising,12,5,63,09-13-2018,11,0,0
5,rising,12,5,63,09-13-2018,12,0,0
6,rising,12,5,63,09-13-2018,1,0,0
6,rising,12,5,63,09-13-2018,2,0,0
6,rising,12,5,63,09-13-2018,3,0,0
6,rising,12,5,63,09-13-2018,4,0,0
6,rising,12,5,63,09-13-2018,5,0,0
6,rising,12,5,63,09-13-2018,6,0,0
6,rising,12,5,63,09-13-2018,7,0,0
6,rising,12,5,63,09-13-2018,8,0,0
6,rising,12,5,63,09-13-2018,9,1,3
6,rising,12,5,63,09-13-2018,10,0,0
6,rising,12,5,63,09-13-2018,11,0,0
6,rising,12,5,63,09-13-2018,12,0,0
7,rising,12,5,63,09-13-2018,1,0,0
7,rising,12,5,63,09-13-2018,2,0,0
7,rising,12,5,63,09-13-2018,3,0,0
7,rising,12,5,63,09-13-2018,4,0,0
7,rising,12,5,63,09-13-2018,5,0,0
7,rising,12,5,63,09-13-2018,6,0,0
7,rising,12,5,63,09-13-2018,7,0,0
7,rising,12,5,63,09-13-2018,8,0,0
7,rising,12,5,63,09-13-2018,9,1,2
7,rising,12,5,63,09-13-2018,10,0,0
7,rising,12,5,63,09-13-2018,11,0,0
7,rising,12,5,63,09-13-2018,12,0,0
8,rising,12,5,63,09-13-2018,1,0,0
8,rising,12,5,63,09-13-2018,2,0,0
8,rising,12,5,63,09-13-2018,3,0,0
8,rising,12,5,63,09-13-2018,4,0,0
8,rising,12,5,63,09-13-2018,5,0,0
8,rising,12,5,63,09-13-2018,6,0,0
8,rising,12,5,63,09-13-2018,7,0,0
8,rising,12,5,63,09-13-2018,8,0,0
8,rising,12,5,63,09-13-2018,9,0,0
8,rising,12,5,63,09-13-2018,10,0,0
8,rising,12,5,63,09-13-2018,11,0,0
8,rising,12,5,63,09-13-2018,12,0,0
1,stable,10,5,66,09-16-2018,1,0,0
1,stable,10,5,66,09-16-2018,2,0,0
1,stable,10,5,66,09-16-2018,3,0,0
1,stable,10,5,66,09-16-2018,4,0,0
1,stable,10,5,66,09-16-2018,5,0,0
1,stable,10,5,66,09-16-2018,6,0,0
1,stable,10,5,66,09-16-2018,7,0,0
1,stable,10,5,66,09-16-2018,8,0,0
1,stable,10,5,66,09-16-2018,9,0,0
1,stable,10,5,66,09-16-2018,10,0,0
1,stable,10,5,66,09-16-2018,11,0,0
1,stable,10,5,66,09-16-2018,12,0,0
2,stable,10,5,66,09-16-2018,1,0,0
2,stable,10,5,66,09-16-2018,2,0,0
2,stable,10,5,66,09-16-2018,3,0,0
2,stable,10,5,66,09-16-2018,4,0,0
2,stable,10,5,66,09-16-2018,5,0,0
2,stable,10,5,66,09-16-2018,6,0,0
2,stable,10,5,66,09-16-2018,7,0,0
2,stable,10,5,66,09-16-2018,8,0,0
2,stable,10,5,66,09-16-2018,9,0,0
2,stable,10,5,66,09-16-2018,10,0,0
2,stable,10,5,66,09-16-2018,11,0,0
2,stable,10,5,66,09-16-2018,12,0,0
3,stable,10,5,66,09-16-2018,1,0,0
3,stable,10,5,66,09-16-2018,2,0,0
3,stable,10,5,66,09-16-2018,3,0,0
3,stable,10,5,66,09-16-2018,4,0,0
3,stable,10,5,66,09-16-2018,5,0,0
3,stable,10,5,66,09-16-2018,6,0,0
3,stable,10,5,66,09-16-2018,7,0,0
3,stable,10,5,66,09-16-2018,8,0,0
3,stable,10,5,66,09-16-2018,9,0,0
3,stable,10,5,66,09-16-2018,10,0,0
3,stable,10,5,66,09-16-2018,11,0,0
3,stable,10,5,66,09-16-2018,12,0,0
4,stable,10,5,66,09-16-2018,1,0,0
4,stable,10,5,66,09-16-2018,2,0,0
4,stable,10,5,66,09-16-2018,3,0,0
4,stable,10,5,66,09-16-2018,4,0,0
4,stable,10,5,66,09-16-2018,5,0,0
4,stable,10,5,66,09-16-2018,6,0,0
4,stable,10,5,66,09-16-2018,7,0,0
4,stable,10,5,66,09-16-2018,8,0,0
4,stable,10,5,66,09-16-2018,9,0,0
4,stable,10,5,66,09-16-2018,10,0,0
4,stable,10,5,66,09-16-2018,11,0,0
4,stable,10,5,66,09-16-2018,12,0,0
5,rising,12,5,66,09-16-2018,1,0,0
5,rising,12,5,66,09-16-2018,2,0,0
5,rising,12,5,66,09-16-2018,3,0,0
5,rising,12,5,66,09-16-2018,4,0,0
5,rising,12,5,66,09-16-2018,5,0,0
5,rising,12,5,66,09-16-2018,6,0,0
5,rising,12,5,66,09-16-2018,7,0,0
5,rising,12,5,66,09-16-2018,8,1,9
5,rising,12,5,66,09-16-2018,9,0,0
5,rising,12,5,66,09-16-2018,10,0,0
5,rising,12,5,66,09-16-2018,11,0,0
5,rising,12,5,66,09-16-2018,12,0,0
6,rising,12,5,66,09-16-2018,1,0,0
6,rising,12,5,66,09-16-2018,2,0,0
6,rising,12,5,66,09-16-2018,3,0,0
6,rising,12,5,66,09-16-2018,4,0,0
6,rising,12,5,66,09-16-2018,5,0,0
6,rising,12,5,66,09-16-2018,6,0,0
6,rising,12,5,66,09-16-2018,7,1,5
6,rising,12,5,66,09-16-2018,8,0,0
6,rising,12,5,66,09-16-2018,9,0,0
6,rising,12,5,66,09-16-2018,10,0,0
6,rising,12,5,66,09-16-2018,11,0,0
6,rising,12,5,66,09-16-2018,12,0,0
7,rising,12,5,66,09-16-2018,1,0,0
7,rising,12,5,66,09-16-2018,2,0,0
7,rising,12,5,66,09-16-2018,3,0,0
7,rising,12,5,66,09-16-2018,4,0,0
7,rising,12,5,66,09-16-2018,5,0,0
7,rising,12,5,66,09-16-2018,6,0,0
7,rising,12,5,66,09-16-2018,7,0,0
7,rising,12,5,66,09-16-2018,8,0,0
7,rising,12,5,66,09-16-2018,9,0,0
7,rising,12,5,66,09-16-2018,10,0,0
7,rising,12,5,66,09-16-2018,11,0,0
7,rising,12,5,66,09-16-2018,12,0,0
8,rising,12,5,66,09-16-2018,1,0,0
8,rising,12,5,66,09-16-2018,2,1,2
8,rising,12,5,66,09-16-2018,3,0,0
8,rising,12,5,66,09-16-2018,4,0,0
8,rising,12,5,66,09-16-2018,5,0,0
8,rising,12,5,66,09-16-2018,6,0,0
8,rising,12,5,66,09-16-2018,7,0,0
8,rising,12,5,66,09-16-2018,8,0,0
8,rising,12,5,66,09-16-2018,9,0,0
8,rising,12,5,66,09-16-2018,10,0,0
8,rising,12,5,66,09-16-2018,11,0,0
8,rising,12,5,66,09-16-2018,12,0,0
1,stable,10,5,69,09-19-2018,1,0,0
1,stable,10,5,69,09-19-2018,2,0,0
1,stable,10,5,69,09-19-2018,3,0,0
1,stable,10,5,69,09-19-2018,4,0,0
1,stable,10,5,69,09-19-2018,5,0,0
1,stable,10,5,69,09-19-2018,6,0,0
1,stable,10,5,69,09-19-2018,7,0,0
1,stable,10,5,69,09-19-2018,8,0,0
1,stable,10,5,69,09-19-2018,9,0,0
1,stable,10,5,69,09-19-2018,10,0,0
1,stable,10,5,69,09-19-2018,11,0,0
1,stable,10,5,69,09-19-2018,12,0,0
2,stable,10,5,69,09-19-2018,1,0,0
2,stable,10,5,69,09-19-2018,2,0,0
2,stable,10,5,69,09-19-2018,3,0,0
2,stable,10,5,69,09-19-2018,4,0,0
2,stable,10,5,69,09-19-2018,5,0,0
2,stable,10,5,69,09-19-2018,6,0,0
2,stable,10,5,69,09-19-2018,7,0,0
2,stable,10,5,69,09-19-2018,8,0,0
2,stable,10,5,69,09-19-2018,9,0,0
2,stable,10,5,69,09-19-2018,10,0,0
2,stable,10,5,69,09-19-2018,11,0,0
2,stable,10,5,69,09-19-2018,12,0,0
3,stable,10,5,69,09-19-2018,1,0,0
3,stable,10,5,69,09-19-2018,2,0,0
3,stable,10,5,69,09-19-2018,3,1,3
3,stable,10,5,69,09-19-2018,4,0,0
3,stable,10,5,69,09-19-2018,5,0,0
3,stable,10,5,69,09-19-2018,6,0,0
3,stable,10,5,69,09-19-2018,7,0,0
3,stable,10,5,69,09-19-2018,8,0,0
3,stable,10,5,69,09-19-2018,9,0,0
3,stable,10,5,69,09-19-2018,10,0,0
3,stable,10,5,69,09-19-2018,11,0,0
3,stable,10,5,69,09-19-2018,12,0,0
4,stable,10,5,69,09-19-2018,1,0,0
4,stable,10,5,69,09-19-2018,2,0,0
4,stable,10,5,69,09-19-2018,3,0,0
4,stable,10,5,69,09-19-2018,4,0,0
4,stable,10,5,69,09-19-2018,5,0,0
4,stable,10,5,69,09-19-2018,6,0,0
4,stable,10,5,69,09-19-2018,7,1,4
4,stable,10,5,69,09-19-2018,8,0,0
4,stable,10,5,69,09-19-2018,9,0,0
4,stable,10,5,69,09-19-2018,10,0,0
4,stable,10,5,69,09-19-2018,11,0,0
4,stable,10,5,69,09-19-2018,12,0,0
5,rising,12,5,69,09-19-2018,1,0,0
5,rising,12,5,69,09-19-2018,2,0,0
5,rising,12,5,69,09-19-2018,3,0,0
5,rising,12,5,69,09-19-2018,4,0,0
5,rising,12,5,69,09-19-2018,5,0,0
5,rising,12,5,69,09-19-2018,6,0,0
5,rising,12,5,69,09-19-2018,7,0,0
5,rising,12,5,69,09-19-2018,8,0,0
5,rising,12,5,69,09-19-2018,9,0,0
5,rising,12,5,69,09-19-2018,10,0,0
5,rising,12,5,69,09-19-2018,11,0,0
5,rising,12,5,69,09-19-2018,12,0,0
6,rising,12,5,69,09-19-2018,1,0,0
6,rising,12,5,69,09-19-2018,2,0,0
6,rising,12,5,69,09-19-2018,3,0,0
6,rising,12,5,69,09-19-2018,4,0,0
6,rising,12,5,69,09-19-2018,5,0,0
6,rising,12,5,69,09-19-2018,6,1,17
6,rising,12,5,69,09-19-2018,7,0,0
6,rising,12,5,69,09-19-2018,8,0,0
6,rising,12,5,69,09-19-2018,9,0,0
6,rising,12,5,69,09-19-2018,10,0,0
6,rising,12,5,69,09-19-2018,11,0,0
6,rising,12,5,69,09-19-2018,12,0,0
7,rising,12,5,69,09-19-2018,1,0,0
7,rising,12,5,69,09-19-2018,2,1,2
7,rising,12,5,69,09-19-2018,3,0,0
7,rising,12,5,69,09-19-2018,4,0,0
7,rising,12,5,69,09-19-2018,5,0,0
7,rising,12,5,69,09-19-2018,6,0,0
7,rising,12,5,69,09-19-2018,7,0,0
7,rising,12,5,69,09-19-2018,8,1,8
7,rising,12,5,69,09-19-2018,9,1,38
7,rising,12,5,69,09-19-2018,10,1,49
7,rising,12,5,69,09-19-2018,11,0,0
7,rising,12,5,69,09-19-2018,12,0,0
8,rising,12,5,69,09-19-2018,1,1,13
8,rising,12,5,69,09-19-2018,2,0,0
8,rising,12,5,69,09-19-2018,3,0,0
8,rising,12,5,69,09-19-2018,4,0,0
8,rising,12,5,69,09-19-2018,5,0,0
8,rising,12,5,69,09-19-2018,6,0,0
8,rising,12,5,69,09-19-2018,7,0,0
8,rising,12,5,69,09-19-2018,8,0,0
8,rising,12,5,69,09-19-2018,9,0,0
8,rising,12,5,69,09-19-2018,10,0,0
8,rising,12,5,69,09-19-2018,11,0,0
8,rising,12,5,69,09-19-2018,12,1,1
1,stable,10,5,72,09-22-2018,1,0,0
1,stable,10,5,72,09-22-2018,2,0,0
1,stable,10,5,72,09-22-2018,3,0,0
1,stable,10,5,72,09-22-2018,4,0,0
1,stable,10,5,72,09-22-2018,5,0,0
1,stable,10,5,72,09-22-2018,6,0,0
1,stable,10,5,72,09-22-2018,7,0,0
1,stable,10,5,72,09-22-2018,8,0,0
1,stable,10,5,72,09-22-2018,9,0,0
1,stable,10,5,72,09-22-2018,10,0,0
1,stable,10,5,72,09-22-2018,11,0,0
1,stable,10,5,72,09-22-2018,12,0,0
2,stable,10,5,72,09-22-2018,1,0,0
2,stable,10,5,72,09-22-2018,2,0,0
2,stable,10,5,72,09-22-2018,3,0,0
2,stable,10,5,72,09-22-2018,4,0,0
2,stable,10,5,72,09-22-2018,5,0,0
2,stable,10,5,72,09-22-2018,6,0,0
2,stable,10,5,72,09-22-2018,7,0,0
2,stable,10,5,72,09-22-2018,8,0,0
2,stable,10,5,72,09-22-2018,9,0,0
2,stable,10,5,72,09-22-2018,10,0,0
2,stable,10,5,72,09-22-2018,11,0,0
2,stable,10,5,72,09-22-2018,12,0,0
3,stable,10,5,72,09-22-2018,1,0,0
3,stable,10,5,72,09-22-2018,2,0,0
3,stable,10,5,72,09-22-2018,3,0,0
3,stable,10,5,72,09-22-2018,4,0,0
3,stable,10,5,72,09-22-2018,5,0,0
3,stable,10,5,72,09-22-2018,6,0,0
3,stable,10,5,72,09-22-2018,7,0,0
3,stable,10,5,72,09-22-2018,8,0,0
3,stable,10,5,72,09-22-2018,9,0,0
3,stable,10,5,72,09-22-2018,10,0,0
3,stable,10,5,72,09-22-2018,11,0,0
3,stable,10,5,72,09-22-2018,12,0,0
4,stable,10,5,72,09-22-2018,1,0,0
4,stable,10,5,72,09-22-2018,2,0,0
4,stable,10,5,72,09-22-2018,3,0,0
4,stable,10,5,72,09-22-2018,4,0,0
4,stable,10,5,72,09-22-2018,5,0,0
4,stable,10,5,72,09-22-2018,6,0,0
4,stable,10,5,72,09-22-2018,7,0,0
4,stable,10,5,72,09-22-2018,8,0,0
4,stable,10,5,72,09-22-2018,9,0,0
4,stable,10,5,72,09-22-2018,10,0,0
4,stable,10,5,72,09-22-2018,11,0,0
4,stable,10,5,72,09-22-2018,12,0,0
5,rising,12,5,72,09-22-2018,1,0,0
5,rising,12,5,72,09-22-2018,2,0,0
5,rising,12,5,72,09-22-2018,3,0,0
5,rising,12,5,72,09-22-2018,4,0,0
5,rising,12,5,72,09-22-2018,5,0,0
5,rising,12,5,72,09-22-2018,6,0,0
5,rising,12,5,72,09-22-2018,7,0,0
5,rising,12,5,72,09-22-2018,8,0,0
5,rising,12,5,72,09-22-2018,9,0,0
5,rising,12,5,72,09-22-2018,10,0,0
5,rising,12,5,72,09-22-2018,11,0,0
5,rising,12,5,72,09-22-2018,12,0,0
6,rising,12,5,72,09-22-2018,1,0,0
6,rising,12,5,72,09-22-2018,2,0,0
6,rising,12,5,72,09-22-2018,3,0,0
6,rising,12,5,72,09-22-2018,4,0,0
6,rising,12,5,72,09-22-2018,5,0,0
6,rising,12,5,72,09-22-2018,6,0,0
6,rising,12,5,72,09-22-2018,7,0,0
6,rising,12,5,72,09-22-2018,8,0,0
6,rising,12,5,72,09-22-2018,9,0,0
6,rising,12,5,72,09-22-2018,10,0,0
6,rising,12,5,72,09-22-2018,11,0,0
6,rising,12,5,72,09-22-2018,12,0,0
7,rising,12,5,72,09-22-2018,1,0,0
7,rising,12,5,72,09-22-2018,2,0,0
7,rising,12,5,72,09-22-2018,3,1,145
7,rising,12,5,72,09-22-2018,4,1,1
7,rising,12,5,72,09-22-2018,5,0,0
7,rising,12,5,72,09-22-2018,6,1,83
7,rising,12,5,72,09-22-2018,7,0,0
